"id","title","text","subject","date"
"911","Gideon Tengker Urungkan Niat Ajukan Gugatan Gono-gini","Gideon Tengker mengurungkan niat ajukan gugatan gono-gini ke Rieta Amalia. Pengacara dan Gideon kini berhati-hati dalam proses pengajuan gugatan.","DETIKHOT","01-Mar-2023"
"912","Suami Terjerat Kasus Korupsi Rp 27 M, Lia Ladysta Siap Diperiksa","Suami Lia Ladysta ditahan atas kasus korupsi untuk judi online di rutan Malendeng, Manado pada 23 Desember lalu. Lia pun siap untuk diperiksa.","DETIKHOT","01-Mar-2023"
"913","Kemenkes Godok Fitur Diari Kesehatan di SatuSehat, Apa Fungsinya?","Aplikasi PeduliLindungi resmi berubah menjadi SatuSehat. Kemenkes mendorong masyarakat menerapkan gaya hidup sehat melalui fitur Diari Kesehatan.","DETIKINET","01-Mar-2023"
"914","Kata Ibunda soal Ferry Irawan Ditagih Sejumlah Utang oleh Venna Melinda","Venna Melinda sebelumnya menagih sejumlah utang kepada Ferry Irawan berupa uang rokok dan jajan. Apa kata Ibunda Ferry mengenai hal tersebut?","DETIKHOT","28-Feb-2023"
"915","Ibunda Sebut Ferry Irawan Pernah Ditendang dan Dikurung di Kamar Mandi oleh Venna","Ibunda menyebut anaknya, Ferry Irawan, pernah mendapatkan KDRT dari Venna Melinda. Venna disebut telah menendang dan mengurung Ferry di kamar mandi.","DETIKHOT","28-Feb-2023"
"916","Ligamen Adhisty Zara Robek Saat Belajar Laga untuk 'Virgo & The Sparklings'","Adhisty Zara berperan sebagai tokoh utama di film ""Virgo & The Sparklings"". Saat mempersiapkan karakternya dalam berlaga, Zara menyebut ligamennya sempat robek.","DETIKHOT","28-Feb-2023"
"917","Keluarga Korban Gagal Ginjal Akut Minta Presiden Jokowi Turun Tangan","Komitmen pertanggungjawaban Kemenkes terhadap kasus gagal ginjal akut dipertanyakan. Kuasa hukum penggugat meminta Presiden Joko Widodo turun tangan langsung.","DETIKNEWS","28-Feb-2023"
"918","Hong Kong Cabut Aturan Wajib Penggunaan Masker","Hong Kong mencabut aturan penggunaan masker mulai 1 Maret 2023. Ini merupakan salah satu langkah untuk menarik kembali turis dan bisnis","DETIKHEALTH","28-Feb-2023"
"919","Syakir Daulay Disebut Belum Minta Maaf Meski Sudah Temui Orang Tua","Syakir Daulay pamer foto pertemuan dengan sang ayah di Instagram Story. Sang kakak, Zikri Daulay, menyebut permasalahan Syakir dengan orang tua belum selesai.","DETIKHOT","28-Feb-2023"
"920","Respons Pengacara Sarah soal Rizal Djibran Bantah Usir Kliennya dari Rumah","Pihak Rizal Djibran membantah telah mengusir Sarah. Kuasa hukum Sarah pun berikan komentarnya.","DETIKHOT","28-Feb-2023"
"921","Penggugat Kasus Gagal Ginjal Akut Merasa Perkaranya Diulur","Sidang kasus gugatan class action GGAPA belum masuk ke pembahasan. Pihak tergugat dinilai masih belum melengkapi administrasi persidangan.","DETIKNEWS","28-Feb-2023"
"922","Reaksi Rizal Djibran Ditanya Kasus Dugaan KDRT Terhadap Sarah","Rizal Djibran dipolisikan oleh sang istri, Sarah, terkait kasus dugaan KDRT. Rizal hanya irit bicara kemudian bergegas masuk ke dalam mobil.","DETIKHOT","28-Feb-2023"
"923","Xiaomi 13 Lite Rilis Global dengan Upgrade Chipset dan Baterai","Di ajang MWC 2023, Xiaomi merilis Xiaomi 13 Lite bersamaan dengan Xiaomi 13 Series lainnya. Ponsel ini juga memiliki punch hole yang mirip dengan iPhone 14 Pro.","DETIKINET","28-Feb-2023"
"924","Indra Bekti Benarkan Dirinya Digugat Cerai Aldila Jelita","Indra Bekti benarkan Aldila Jelita menggugat cerai dirinya. Namun, saat ini ia memastikan bahwa hubungannya dengan Dilla baik-baik saja.","DETIKHOT","28-Feb-2023"
"925","PA Jaksel Tegaskan Tak Ada Gugatan Cerai Aldila Jelita Terhadap Indra Bekti","Pihak PA Jaksel menegaskan tak ada gugatan cerai masuk atas nama Aldila Jelita. Sebelumnya, kuasa hukum Dilla mengaku sudah mendaftar pada Senin (27/2).","DETIKHOT","28-Feb-2023"
"926","Jungkook BTS Hapus Akun Instagramnya","Jungkook BTS menghapus akun Instagram pribadinya. Jungkook pun menjelaskan alasannya di Weverse pada Selasa (28/2/2023).","DETIKHOT","28-Feb-2023"
"927","Komnas Perempuan Bakal Kawal Kasus KDRT Istri Rizal Djibran","Sarah menyambangi Komnas Perempuan, Selasa (28/2). Komnas Perempuan akan membantu mengawal kasus KDRT hingga memberikan konseling untuk kondisi psikis Sarah.","DETIKHOT","28-Feb-2023"
"928","Profil Abby Choi, Model Hong Kong yang Dimutilasi","Abby Choi merupakan seorang model, ikon mode, dan influencer asal Hong Kong. Ia tewas dimutilasi oleh keluarga sang mantan suami. Berikut profil singkatnya!","DETIKHOT","27-Feb-2023"
"929","CT Planning Hong Kong Bantah Tuduhan CEO SM Entertainment","CT Planning, perusahaan Lee Soo Man di Hong Kong mengklaim telah membayar pajak. Usai dituduh CEO SM Entertainment menghindari pajak di luar negeri.","DETIKHOT","23-Feb-2023"
"930","Ibu Mendiang Ustaz Arifin Ilham Benarkan Umi Yuni Menikah Lagi","Ibu almarhum ustaz Arifin Ilham, Mama Nur, membenarkan kabar menantu pertamanya, Umi Yani, menikah lagi. Mama Nur pun menunjukkan foto-foto kemesraan keduanya.","DETIKHOT","23-Feb-2023"
"931","Mediasi Gagal, Kakak Tamara Bleszynski Diminta Hadir di Sidang Berikutnya","Ryszard Bleszynski absen ke persidangan karena sakit. Hakim meminta agar kakak Tamara itu dapat menghadiri sidang berikutnya.","DETIKHOT","22-Feb-2023"
"932","Muncul Petisi Karyawan Amazon Minta Batalkan Aturan WFO","Sejumlah karyawan Amazon menyusun petisi untuk membatalkan kebijakan baru. Mereka mendesak CEO Andy Jassy untuk mempertimbangkan kembali bekerja dari kantor.","DETIKINET","22-Feb-2023"
"933","3 Rencana Besar HYBE Lewat Sinergi Bareng SM Entertainment","HYBE telah menyelesaikan akuisisi saham Lee Soo Man di SM Entertainment. Berikut tiga rencana besar yang ingin diraih lewat sinergi bareng SM Entertainment.","DETIKHOT","22-Feb-2023"
"934","HYBE Sebut Bisa Bantu Artis SM Maju ke Pasar Amerika Utara","CEO HYBE Park Ji Won menyebut merger dan akuisisi (M&A) HYBE atas SM Entertainment bisa menjadi sinergi besar dalam industri hiburan.","DETIKHOT","22-Feb-2023"
"935","Suasana Rumah Duka Ayah Indy Barends","Ayah Indy Barends, Hiras Paimatua Sidabutar meninggal dunia pada Rabu (22/2). Suasana rumah duka terlihat dihadiri kerabat dan keluarga. Indy terlihat tegar.","DETIKHOT","22-Feb-2023"
"936","Tamara Bleszynski Hadiri Sidang Gugatan Rp 34 M Sang Kakak","Tamara Bleszynski hadir di sidang gugatan Ryszard Bleszynski atas dugaan wanprestasi pengobatan ayahnya. Tamara sedih karena sang kakak absen dalam persidangan.","DETIKHOT","22-Feb-2023"
"937","Momen Mikha Tambayong dan Deva Mahenra Tampil Perdana Sebagai Pasutri","Mikha Tambayong dan Deva Mahenra tampil perdana sebagai pasangan suami istri. Momen tersebut terjadi saat keduanya melakukan konferensi pers film 'Teluh Darah'.","DETIKHOT","22-Feb-2023"
"938","CEO HYBE Tegaskan Akuisisi SM Tak Dilakukan Secara Paksa","SM Entertainment menuding HYBE melakukan merger dan akuisisi (M&A) secara paksa. CEO HYBE Park Ji Won akhirnya angkat bicara terkait tudingan tersebut.","DETIKHOT","22-Feb-2023"
"939","Jhon LBF Laporkan Oknum Advokat atas Pencemaran Nama Baik","Jhon LBF beserta kuasa hukumnya melaporkan oknum advokat berinisial AE ke Polda Metro Jaya dengan dugaan pencemaran nama baik, Selasa (21/2).","DETIKHOT","22-Feb-2023"
"940","Tamara Bleszynski Tantang Sang Kakak Hadiri Sidang di Jakarta","Sidang gugatan Ryszard Bleszynski terhadap Tamara Bleszynski digelar hari ini, Rabu (22/2). Tamara pun menantang sang kakak untuk berani datang ke persidangan.","DETIKHOT","22-Feb-2023"
"941","Ayah Indy Barends Meninggal Dunia","Kabar duka datang dari presenter Indy Barends. Melalui postingan Instagram, Indy mengabarkan kalau sang ayah meninggal dunia.","DETIKHOT","22-Feb-2023"
"942","Putra Siregar dan Septia yang Akhirnya Putuskan Rujuk Demi Anak","Putra Siregar dan Septia Yetri Opani resmi rujuk dengan mendatangi PA Jaktim, Selasa (21/2). Putra pun mengaku memilih rujuk demi kebahagiaan anak.","DETIKHOT","22-Feb-2023"
"943","Mikha Tambayong yang Irit Bicara soal Pernikahan","Mikha Tambayong irit bicara soal pernikahannya dengan Deva Mahenra. Sambil tersenyum, Mikha mengaku bahagia dan memohon doa agar segera mendapatkan momongan.","DETIKHOT","21-Feb-2023"
"944","30 Kasus Covid-19 Varian Orthrus Sudah Masuk DKI Jakarta","Dinas Kesehatan DKI Jakarta ternyata sudah mengidentifikasi kasus Covid-19 varian Orthrus sejak November 2022. Ada 30 kasus yang ditemukan di DKI Jakarta.","DETIKHEALTH","21-Feb-2023"
"945","Pengguna iPhone Bisa Video Call WhatsApp Sambil Buka Aplikasi Lain","Kabar bahagia datang untuk pengguna iPhone. WhatsApp merilis fitur terbaru untuk iOS agar pengguna bisa video call sambil membuka aplikasi lain.","DETIKINET","21-Feb-2023"
"946","Pembelaan Rizal Djibran soal Usir hingga Tak Nafkahi Istri","Rizal Djibran dituding tak menafkahi hingga mengusir istrinya dari rumah. Pihak Rizal Djibran pun angkat bicara terkait hal tersebut.","DETIKHOT","21-Feb-2023"
"947","Generasi Lexus RX Terbaru Resmi Meluncur, Hadirkan 2 Powertrain Hybrid","Sebagai bentuk realisasi visi Lexus Electrified yang ingin menyediakan beragam pilihan kendaraan elektrifikasi","DETIKOTO","18-Feb-2023"
"948","Generasi Lexus RX Terbaru Resmi Meluncur, Hadirkan 2 Powertrain Hybrid","Sebagai bentuk realisasi visi Lexus Electrified yang ingin menyediakan beragam pilihan kendaraan elektrifikasi","DETIKOTO","18-Feb-2023"
"949","Sempat Takut, Ini Alasan Syifa Hadju Akhirnya Mau Berperan Jadi Istri Kedua","Syifa Hadju menceritakan alasannya menerima peran sebagai istri kedua di film ""Bismillah Kunikahi Suamimu"". Keyakinan itu muncul setelah ia membaca script.","DETIKHOT","20-Feb-2023"
"950","Curhat Rizky Nazar usai Perankan Suami yang Berpoligami","Rizky Nazar berperan sebagai suami yang berpoligami di film ""Bismillah Kunikahi Suamimu"". Rizky pun menceritakan rasanya memerankan karakter tersebut.","DETIKHOT","20-Feb-2023"
"951","Vina Panduwinata Lakukan Tanam Benang Agar Tampak Awet Muda","Vina Panduwinata melakukan perawatan wajah dengan tanam benang. Dia pun menyebut alasannya memilih perawatan itu untuk mengaktifkan kolagen dalam kulitnya.","WOLIPOP","20-Feb-2023"
"952","Reaksi Verrel Bramasta soal Heboh Video Dugem Diduga Bareng Natasha Wilona","Beredar video diduga Natasha Wilona tengah asyik dugem bareng Verrell Bramasta di sebuah klub malam. Saat ditanya terkait hal tersebut, begini reaksi Verrel...","DETIKHOT","20-Feb-2023"
"953","Respons Sahabat usai Rizal Djibran Disebut Kasar kepada Istrinya","Sahabat Rizal Djibran, menyebut temannya itu memiliki perilaku yang baik. Perubahan yang dimaksud seperti sudah tak terlalu temperamental hingga taat beribadah.","DETIKHOT","20-Feb-2023"
"954","Kemenkes: Pandemi Covid-19 Belum Berakhir Meski PPKM Dicabut","Kemenkes menegaskan bahwa status pandemi COVID-19 di Indonesia belum berakhir. Masyarakat diminta untuk tetap taat pada prokes.","DETIKHEALTH","20-Feb-2023"
"955","Twitter Resmi Pasang Tarif Autentifikasi Dua Faktor Via SMS","Twitter umumkan kebijakan baru terkait fitur keamanan akun penggunanya. Fitur autentifikasi dua faktor via SMS murni digunakan untuk pengguna Twitter berbayar.","DETIKINET","20-Feb-2023"
"956","Momen Kebersamaan Fuji dan Thariq Halilintar Usai Putus","Asmara Fuji dan Thariq Halilintar telah berakhir. Namun, keduanya terlihat main voli pantai bersama di acara 'Media Clash' pada Minggu (19/2) di Istora Senayan.","DETIKHOT","20-Feb-2023"
"957","Yura Yunita Digeruduk Netizen Gegara Sebut Cipung Jadi Cilung","Yura Yunita digeruduk netizen Twitter gara-gara salah menulis Cipung menjadi Cilung. Hal itu bermula saat Yura bercerita akan memberikan kejutan kepada Nagita.","DETIKHOT","18-Feb-2023"
"958","Kondisi Bruce Willis Usai Didiagnosis Demensia Frontotemporal","Demi Moore mengungkap kondisi Bruce Willis setelah didiagnosis demensia frontotemporal. Sang mantan istri menyebut kondisi Bruce telah berkembang.","DETIKHOT","18-Feb-2023"
"959","Cuplikan Video Langka Penyelaman di Bangkai Kapal Titanic pada 1986","Woods Hole Oceanographic Institution merilis video langka penyelaman di bangkai kapal Titanic pada tahun 1986. Seperti apa? Intip videonya berikut ini...","DETIKINET","18-Feb-2023"
"960","Pengakuan Thariq Halilintar Putus dengan Fuji","Thariq Halilintar mengaku putus dengan Fuji. Kisah cinta mereka kandas tepat di hari ulang tahun Thariq pada 29 Januari lalu","DETIKHOT","18-Feb-2023"
"961","WayV Fan Meeting di Indonesia Bulan April","Kabar gembira untuk fans WayV! KUN cs bakal menggelar fanmeeting bertajuk '2023 WayV Fanmeeting Tour [Phantom] in JAKARTA' pada 29 April 2023.","DETIKHOT","18-Feb-2023"
"962","Perkembangan Kasus Pencurian Tas Branded di Rumah Ashanty","Ashanty mengungkap perkembangan kasus pencurian sejumlah tas branded di rumahnya. Ia telah menempuh jalur hukum untuk mendapatkan tas-tas brandednya kembali.","DETIKHOT","15-Feb-2023"
"963","Anak Zaskia Adya Mecca Masuk ICU Karena Bronkitis","Anak Zaskia Adya Mecca dan Hanung Bramantyo, Bhai Kaba dilarikan ke rumah sakit karena bronkitis. Kabar ini disampaikan Hanung melalui postingan Instagram.","DETIKHOT","15-Feb-2023"
"964","Ashanty Cerita Pernah Didiagnosis Bakal Kena Sinus Saat SMP","Ashanty sempat terkejut ketika dirinya didiagnosis mengidap sinusitis. Ia pun menceritakan awal mula bisa mendapat diagnosis tersebut.","DETIKHOT","15-Feb-2023"
"965","Lucky Hakim Tak Kapok dengan Dunia Politik","Lucky Hakim mengaku tak kapok dengan dunia politik meski telah memutuskan mundur sebagai Wabup Indramayu. Ia pun membantah keputusannya itu hanya untuk sensasi.","DETIKNEWS","15-Feb-2023"
"966","Indra Bekti Kembali Bekerja Demi Ekonomi Keluarga","Indra Bekti kembali bekerja demi ekonomi keluarga. Ia khawatir jika anak-anaknya tidak bisa makan.","DETIKHOT","15-Feb-2023"
"967","Kata Lucky Hakim soal Kabar Hubungan Renggang dengan Bupati Indramayu","Lucky Hakim mengundurkan diri sebagai Wakil Bupati Indramayu. Hubungan Lucky dan Bupati Indramayu, Nina Agustina, pun disebut tak harmonis. Apa kata Lucky?","DETIKNEWS","15-Feb-2023"
"968","Lucky Hakim Siap Penuhi Panggilan Ridwan Kamil","Gubernur Jabar Ridwan Kamil akan memanggil Lucky Hakim terkait pengunduran dirinya sebagai Wabup Indramayu. Lucky pun siap memenuhi panggilan tersebut.","DETIKNEWS","15-Feb-2023"
"969","Berat Badan Ashanty Turun Usai Dioperasi karena Sinusitis","Ashanty mengungkap kondisinya usai dioperasi karena mengidap sinusitis. Ia pun mengalami penurunan berat badan.","DETIKHOT","15-Feb-2023"
"970","Indra Bekti Masih Ada Keluhan di Mata dan Kadang Suka Halu","Kondisi Indra Bekti semakin membaik dan sudah kembali bekerja sebagai MC. Namun, Bekti masih mengeluhkan di bagian mata dan terkadang suka halu.","DETIKHOT","15-Feb-2023"
"971","Lucky Hakim Merasa Makan Gaji Buta saat Jadi Wakil Bupati Indramayu","Lucky Hakim tak bisa memenuhi janjinya menjadi Wabup Indramayu. Ia pun mengaku terbebani dengan penghasilan dan fasilitas mewah yang didapatkannya selama ini.","DETIKNEWS","15-Feb-2023"
"972","Permintaan Maaf Lucky Hakim untuk Masyarakat Indramayu","Lucky Hakim memohon maaf kepada masyarakat Indramayu karena tak bisa memenuhi 99 janjinya ketika menjadi Wakil Bupati Indramayu.","DETIKNEWS","15-Feb-2023"
"973","Penampilan Perdana Indra Bekti Jadi MC di Konser BLUE","Indra Bekti kembali bekerja sebagai MC di konser BLUE setelah menjalani operasi. Momen itu dibagikan Aldilla Jelita melalui postingan Instagram.","DETIKHOT","15-Feb-2023"
"974","Alasan Lucky Hakim Mundur Jadi Wakil Bupati Indramayu","Lucky Hakim memutuskan untuk mundur jadi Wakil Bupati Indramayu, Jawa Barat. Alasannya karena dirinya tak mampu mengemban amanah untuk masyarakat.","DETIKNEWS","15-Feb-2023"
"975","Penampilan Baru Aming yang Bikin Pangling","Aming bikin banyak orang terkejut dengan penampilan barunya. Foto-foto tersebut ia unggah di Instagram.","DETIKHOT","15-Feb-2023"
"976","Deretan Artis Korea yang Berdonasi untuk Gempa Turki-Suriah","Semakin banyak selebritas Korea Selatan yang bergabung membantu korban gempa di Turki dan Suriah. Donasi yang mereka berikan sekitar RP 11,97 miliar.","DETIKHOT","15-Feb-2023"
"977","Puteri Indonesia Kini Tak Bisa Kirim Perwakilan ke Miss Universe","Yayasan Puteri Indonesia (YPI) tak lagi bisa kirimkan perwakilannya ke ajang Miss Universe. YPI pun membeberkan alasannya.","WOLIPOP","15-Feb-2023"
"978","NewJeans Didapuk Jadi Representatif Kota Seoul","Sebanyak 10 artis dan musisi didapuk Wali Kota Seoul menjadi representatif ibu kota Korea Selatan. Salah satunya girl group NewJeans.","DETIKHOT","15-Feb-2023"
"979","Anang Hermansyah Bicara Soal Polemik Royalti Musik","Anang Hermansyah bicara soal polemik royalti yang dikeluhkan musisi di seluruh dunia. ASIX pun akan membuat ASIX Music untuk memperbaiki sistem yang ada.","DETIKHOT","15-Feb-2023"
"980","Alasan Hotman Paris Tak Dampingi Venna Melinda ke Komnas Perempuan","Venna Melinda ungkap alasan pengacaranya, Hotman Paris, tak dampingi dirinya saat membuat aduan soal peristiwa KDRT ke Komnas Perempuan, Selasa (14/2).","DETIKHOT","15-Feb-2023"
"981","Berkas Belum Lengkap, Gideon Tengker Tunda Ajukan Gugatan Gono-gini","Gideon Tengker berencana menuntut hak-haknya selama menikah dengan Rieta Amalia. Gideon harus menunda gugatannya karena berkas belum lengkap.","DETIKHOT","15-Feb-2023"
"982","Kejagung Masih Dalami Peran Adik Johnny G Plate di Kasus BTS 4G","Gregorius, adik Johnny G Plate juga diperiksa sebagai saksi di kasus dugaan korupsi BTS 4G. Kejagung masih menelusuri peran dari adik Menkominfo tersebut.","DETIKNEWS","14-Feb-2023"
"983","MOMOLAND Umumkan Bubar","MOMOLAND umumkan bubar setelah 6 tahun bersama. Keenam member pun mengunggah tulisan tangan mereka pada Selasa (14/2/2023).","DETIKHOT","14-Feb-2023"
"984","Kejagung Masih Hitung Angka Kerugian Dugaan Kasus Korupsi BTS 4G","Kejagung masih memperhitungkan kerugian atas dugaan kasus korupsi penyediaan BTS 4G BAKTI. Mereka pun menggandeng PPATK untuk mendalami aliran transaksi itu.","DETIKNEWS","14-Feb-2023"
"985","NewJeans Pecahkan Rekor BLACKPINK di Spotify AS","Lagu 'Ditto' milik NewJeans pecahkan rekor sebagai lagu girl group K-Pop paling banyak diputar di Spotify AS sepanjang sejarah. Wah!","DETIKHOT","14-Feb-2023"
"986","KAI EXO Bakal Comeback Solo Bulan Depan","Kabar menyegarkan untuk EXO-L nih! KAI EXO dikonfirmasi bakal comeback solo pada pertengahan Maret.","DETIKHOT","14-Feb-2023"
"987","Ribut-ribut Harta Gono-gini yang Diminta Ayah Nagita Slavina","Ayah Nagita Slavina, Gideon Tengker tiba-tiba meminta harta gono-gini dari Rieta Amalia. Raffi Ahmad pun meminta doa dari masyarakat.","DETIKHOT","14-Feb-2023"
"988","Kejutan di Trailer 'The Flash': 2 Batman hingga Kemunculan Supergirl","Trailer 'The Flash' akhirnya dirilis. Film yang akan tayang pada 16 Juni ini pun memberikan banyak kejutan. Mulai dari Batman hingga Supergirl.","DETIKHOT","13-Feb-2023"
"989","Reaksi Daus Mini Digugat Cerai Shelvie Hana","Pihak Daus Mini mengaku belum menerima surat gugatan cerai yang diajukan Shelvie Hana ke PA Depok. Daus juga membantah adanya orang ketiga dalam rumah tangganya","DETIKHOT","13-Feb-2023"
"990","Kronologi Tindak KDRT Rizal Djibran pada Istrinya","Kuasa hukum Sarah ceritakan kronologi KDRT yang dilakukan Rizal Djibran terhadap kliennya. Sarah mengaku sering mendapat ancaman hingga trauma untuk bertemu.","DETIKHOT","13-Feb-2023"
"991","Jennifer Bachdim Cerita Proses Kelahiran Anak Keempat","Jennifer Bachdim melahirkan anak keempat berjenis kelamin laki-laki. Melalui postingan Instagram, ia pun menceritakan soal proses kelahiran sang anak.","DETIKHOT","13-Feb-2023"
"992","Lakukan KDRT, Rizal Djibran Resmi Digugat Cerai","Rizal Djibran digugat cerai istrinya, Sarah di Polda Metro Jaya, Senin (13/2). Dirinya digugat atas tindakan kekerasan dalam rumah tangga (KDRT).","DETIKHOT","13-Feb-2023"
"993","Penampilan Rihanna yang Pamerkan Kehamilannya di Super Bowl","Rihanna tampil memukau di Super Bowl 57. Tubuhnya melayang di atas lapangan dengan mengelus perutnya dengan memperlihatkan kehamilan keduanya.","DETIKHOT","13-Feb-2023"
"994","Respons Raffi Ahmad Terkait Masalah Gideon Tengker dan Ibunda Nagita Slavina","Gideon Tengker tiba-tiba menuntut harta gono-gini kepada Rieta Amalia. Sebagai menantu, Raffi Ahmad meminta doa agar masalahnya segera selesai.","DETIKHOT","13-Feb-2023"
"995","Shelvie Hana Mantap Ceraikan Daus Mini","Istri Daus Mini, Shelvie Hana, resmi ajukan gugatan cerai di Pengadilan Agama Depok, Senin (13/2). Melalui kuasa hukumnya Shelvie ungkap sudah mantap bercerai.","DETIKHOT","13-Feb-2023"
"996","Usai Pingsan di Panggung, Ardhito Pramono Ingin Jalani Pola Hidup Sehat","Ardhito Pramono bicara soal kejadian dirinya pingsan saat manggung di Medan pada Sabtu (11/2) lalu. Ia mengaku telah mengabaikan kesehatannya.","DETIKHOT","13-Feb-2023"
"997","Pihak PA Jaksel Sebut Venna Melinda Sudah Gugat Cerai Ferry Irawan","Pihak PA Jaksel menyebut Venna Melinda telah menggugat cerai Ferry Irawan. Gugatan Venna ddiajukan pada hari yang sama saat Ferry menggugat cerai talak.","DETIKHOT","13-Feb-2023"
"998","Survei: 85% Karyawan SM Tolak Akuisisi Saham oleh HYBE","Kisruh internal SM Entertainment belum juga surut. Kini, muncul survei yang menunjukkan 85% karyawan SM menolak akuisisi saham oleh HYBE.","DETIKHOT","13-Feb-2023"
"999","Ruben Onsu Sebut Sarwendah Restui Dirinya Laporkan Haters ke Polisi","Ruben Onsu ungka kondisi Sarwendah saat dirinya mantap memutuskan untuk membuat laporan ke Polda Metro Jaya. Ruben menyebut sang istri mendukung keputusannya.","DETIKHOT","13-Feb-2023"
"1000","Samsung Bakal Gunakan Plastik Daur Ulang di Semua Ponselnya","Samsung akan memperluas penggunaan bahan ramah lingkungan ke semua ponsel pintarnya. Mereka akan menggunakan 100 persen komponen plastik daur ulang pada 2050.","DETIKINET","13-Feb-2023"
"1001","Kesan Meldi soal Pacar Baru Dewi Perssik: Laki Banget!","Keponakan Dewi Perssik, Rosa Meldianti, menyebut telah bertemu dengan kekasih baru Depe, Rully. Meldi pun membeberkan kesannya soal kekasih baru Depe itu.","DETIKHOT","13-Feb-2023"
"1002","Sejumlah Masalah yang Elon Musk Atasi di Kantor Pusat Twitter","Elon Musk mengungkap sejumlah poin permasalahan Twitter yang diperbaiki. Permasalahan ini diselesaikan bersama tim engineering di kantor pusat Twitter.","DETIKINET","13-Feb-2023"
"1003","Member China Debut di SM Makin Sedikit usai HYBE Pegang Saham Terbesar?","Arah bisnis SM Entertainment usai HYBE menjadi pemegang saham terbesar jadi sorotan. Salah satunya soal hubungan SM Entertainment dengan China.","DETIKHOT","13-Feb-2023"
"1004","10 Negara Paling Banyak Kunjungi Twitter, Salah Satunya Indonesia","Indonesia jadi salah satu negara yang paling banyak mengunjungi Twitter. Data tersebut berdasarkan laporan data dari Hostinger.","DETIKINET","10-Feb-2023"
"1005","Verrell Bramasta Mantap Terjun ke Politik Usai Venna Di-KDRT","Verrell Bramasta bergabung dengan PAN. Ia mantap terjun ke politik untuk fokus ke isu-isu perempuan. Terutama setelah ibundanya, Venna Melinda, mengalami KDRT.","DETIKHOT","10-Feb-2023"
"1006","Ariel NOAH Bebaskan Putrinya Pilih Karier Sendiri","Menjadi musisi terkenal, Ariel NOAH tak ingin mengarahkan anaknya ke dunia hiburan. Ia menyebut anaknya punya keinginan sendiri.","WOLIPOP","09-Feb-2023"
"1007","Athalla Naufal Ungkap Kondisi Terkini Venna Melinda: Lebih Plong","Athalla Naufal mengungkapkan kondisi ibundanya, Venna Melinda, usai mendapatkan KDRT dari Ferry Irawan. Athalla menyebut Venna kini kondisinya jauh lebih baik.","DETIKHOT","09-Feb-2023"
"1008","Klarifikasi Promotor Soal Isu Double Print Tiket Konser Dewa 19 di JIS","Promotor Pesta Rakyat 30 Tahun DEWA 19 di JIS buka suara terkait kepadatan penonton di arus keluar JIS. Mereka juga menjelaskan isu tiket double print.","DETIKHOT","09-Feb-2023"
"1009","Venna Melinda Digugat Cerai Ferry Irawan, Atalla: Lega","Ferry Irawan menggugat cerai Venna Melinda ke Pengadilan Agama Jakarta Selatan. Sebagai anak Venna, Athalla, menanggapinya dengan lega dan senang.","DETIKHOT","09-Feb-2023"
"1010","Disney Bakal Rilis 'Frozen 3', 'Toy Story 5', dan 'Zootopia 2'","Disney mengumumkan tengah menggarap sekuel film animasi hits mereka. 'Frozen 3', 'Toy Story 5', dan 'Zootopia 2' disebut sedang dalam proses produksi.","DETIKHOT","09-Feb-2023"
"1011","Korea Exchange Desak HYBE Buka Suara Soal Akuisisi SM Entertainment","Korea Exchange, meminta Label HYBE memberikan pernyataan resmi. Pernyataan resmi yang dimaksud terkait niat HYBE untuk membeli saham SM Entertainment.","DETIKHOT","09-Feb-2023"
"1012","Bagaimana Cara Penanganan Campak?","Dokter Spesialis Anak menyebut campak tak ada obatnya. Lalu bagaimana mengatasi pasien yang terkena campak?","DETIKHEALTH","09-Feb-2023"
"1013","K-Talk: Hari Spesial Bersama EXO-SC","EXO-SC menggelar 'Back to Back' Fancon pada Sabtu (4/2) di Jakarta. Ada banyak momen spesial bersama CHANYEOL dan SEHUN. Yuk intip di video berikut ini!","DETIKHOT","09-Feb-2023"
"1014","John LBF Ternyata Pencipta Lagu dan Bisa Nyanyi Juga","John LBF karena sosoknya sebagai pengusaha. Tapi siapa sangka ternyata dia juga seorang pencipta lagu dan penyanyi.","DETIKHOT","09-Feb-2023"
"1015","Song Joong Ki Jadi Pembelot Korut di Film Terbarunya","Song Joong Ki kembali ke dunia akting dengan membintangi film berjudul 'My Name is Loh Kiwan'. Ia akan perankan karakter pembelot Korea Utara bernama Loh Ki Wan","DETIKHOT","08-Feb-2023"
"1016","Dokter: Campak 5-10 Kali Lebih Menular dari Covid-19","Dokter menyebut campak jauh lebih menular daripada Covid-19, bahkan bisa mencapai 5-10 kali lipat. Campak bisa menyebabkan wabah hingga pandemi.","DETIKHEALTH","08-Feb-2023"
"1017","eBay PHK 500 Karyawannya","Perusahaan jual beli online eBay turut melakukan PHK. Dilansir dari CNBC, perusahaan akan memangkas 500 karyawannya pada Selasa (7/2)","DETIKINET","08-Feb-2023"
"1018","Waspada! Ini Bahaya Campak dan Rubella","Campak bisa berbahaya jika terjadi komplikasi. Efek jangka panjangnya bisa menyebabkan lumpuh hingga kematian. Rubella berbahaya jika diderita ibu hamil.","DETIKHEALTH","08-Feb-2023"
