"id","title","text","subject","date"
"987","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"988","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"989","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"990","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"991","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"992","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"993","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"994","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"995","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"996","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"997","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"998","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"999","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1000","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1001","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1002","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1003","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1004","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1005","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1006","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1007","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1008","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1009","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1010","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1011","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1012","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1013","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1014","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1015","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1016","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1017","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1018","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1019","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1020","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1021","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1022","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1023","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1024","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1025","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1026","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1027","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1028","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1029","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1030","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1031","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1032","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1033","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1034","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1035","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1036","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1037","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1038","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1039","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1040","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1041","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1042","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1043","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1044","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1045","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1046","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1047","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1048","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1049","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1050","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1051","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1052","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1053","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1054","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1055","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1056","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1057","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1058","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1059","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1060","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1061","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1062","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1063","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1064","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1065","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1066","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1067","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1068","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1069","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1070","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1071","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1072","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1073","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1074","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1075","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1076","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1077","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1078","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1079","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1080","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1081","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1082","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1083","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1084","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1085","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1086","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1087","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1088","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1089","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1090","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"1091","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"1092","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"1093","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"1094","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"1095","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"1096","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"1097","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"1098","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"1099","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
